"network_db";"original_id";"reference";"citation";"doi";"study_common"
"AI22";"AI22_226";"NETO, Paulino; FERREIRA, Hipolito; TEIXEIRA, Reinaldo Chaves. Florivory and sex ratio in Annona dioica St. Hil.(Annonaceae) in the Pantanal at Nhecolandia, southwestern Brazil.Acta Botanica Brasilica, v. 20, n. 2, p. 405-409, 2006.";"NETO_2006";NA;"NETO_2006"
"AI22";"AI22_843";"MICKELIUNAS, Ludmila et al. Biologia floral, melitofilia e influencia de besouros Curculionidae no sucesso reprodutivo de Grobya amherstiae Lindl.(Orchidaceae: Cyrtopodiinae).Brazilian Journal of Botany, 2006.";"MICKELIUNAS_2006";NA;"MICKELIUNAS_2006"
"AI22";"AI22_842";"MICKELIUNAS, Ludmila et al. Biologia floral, melitofilia e influencia de besouros Curculionidae no sucesso reprodutivo de Grobya amherstiae Lindl.(Orchidaceae: Cyrtopodiinae).Brazilian Journal of Botany, 2006.";"MICKELIUNAS_2006";NA;"MICKELIUNAS_2006"
"AI22";"AI22_1312";"MAIA, Artur Campos Dalia et al. The cowl does not make the monk: scarab beetle pollination of the Neotropical aroid Taccarum ulei (Araceae: Spathicarpeae).Biological Journal of the Linnean Society, v. 108, n. 1, p. 22-34, 2012.";"MAIA_2012";NA;"Maia_2012"
"AI22";"AI22_225";"Teles-Gomes, I J M; de Oliveira, P E M. 2009. Biologia floral e reprodutiva de Bauhinia variegata (Fabaceae; Cercidae)Anais do IX Congresso de Ecologia do Brasil: 1-3.";"Teles_2009";NA;"Teles_2009"
"AI22";"AI22_947";"Gottsberger, G; Silberbauer-Gottsbeger, I; Dotterl, S. Pollination and floral scent differentiation in species of the Philodendron bipinnatifidum complex (Araceae). 2013. Plant Systematics and Evolution 299:793-809";"Gottsberger_2013";NA;"Gottsberger_2013"
"AI22";"AI22_119";"Hipolito, J., D. Boscolo, and B. F. Viana. 2018. Landscape and crop management strategies to conserve pollination services and increase yields in tropical coffee farms. Agriculture, Ecosystems and Environment 256:218225.";"Hipolito_2018";NA;"Hipolito_2018"
"AI22";"AI22_116";"Hipolito, J., D. Boscolo, and B. F. Viana. 2018. Landscape and crop management strategies to conserve pollination services and increase yields in tropical coffee farms. Agriculture, Ecosystems and Environment 256:218225.";"Hipolito_2018";NA;"Hipolito_2018"
"AI22";"AI22_149";"Hipolito, J., B. F. Viana, A. Selbach-schnadelbach, L. Galetto, and P. G. Kevan. 2014. Pollination biology and genetic variability of a giant perfumed flower Pollination biology and genetic variability of a giant perfumed flower (Aristolochia gigantea Mart . and Zucc ., Aristolochiaceae) visited mainly by small Diptera. Botany 90:815829.";"Hipolito_2014";NA;"Hipolito_2014"
"AI22";"AI22_148";"Hipolito, J., B. F. Viana, A. Selbach-schnadelbach, L. Galetto, and P. G. Kevan. 2014. Pollination biology and genetic variability of a giant perfumed flower Pollination biology and genetic variability of a giant perfumed flower (Aristolochia gigantea Mart . and Zucc ., Aristolochiaceae) visited mainly by small Diptera. Botany 90:815829.";"Hipolito_2014";NA;"Hipolito_2014"
"AI22";"AI22_41";"Hipolito, J., N. Roque, L. Galetto, B. F. Viana, and P. G. Kevan. 2013. The pollination biology of Pseudostifftia kingii H.Rob. (Asteraceae), a rare endemic Brazilian species with uniflorous capitula. Revista Brasileira de Botanica 36:247254.";"Hipolito_2013";NA;"Hipolito_2013"
"AI22";"AI22_41";"Hipolito, J., B. F. Viana, A. Selbach-schnadelbach, L. Galetto, and P. G. Kevan. 2014. Pollination biology and genetic variability of a giant perfumed flower Pollination biology and genetic variability of a giant perfumed flower (Aristolochia gigantea Mart . and Zucc ., Aristolochiaceae) visited mainly by small Diptera. Botany 90:815829.";"Hipolito_2014";NA;"Hipolito_2014"
"AI22";"AI22_5";"Mahlmann, T., J. Hipolito, and F. de Oliveira. 2014. Male sleeping aggregation of multiple Eucerini bee genera (Hymenoptera: Apidae) in Chapada Diamantina, Bahia, Brazil. Biodiversity Data Journal 2:e1556.";"Mahlmann_2014";NA;"Mahlmann_2014"
"AI22";"AI22_1213";"Cordeiro, J., Oliveira, J. H. F., Schmitz, H. J., Vizentin-Bugoni, J. 2020. High niche partitioning promotes highly specialized, modular and non-nested florivore–plant networks across spatial scales and reveals drivers of specialization. Oikos 129:619-629. ";"Cordeiro_2020";NA;"Cordeiro_2020"
"AI22";"AI22_1217";"Cordeiro, J., Oliveira, J. H. F., Schmitz, H. J., Vizentin-Bugoni, J. 2020. High niche partitioning promotes highly specialized, modular and non-nested florivore–plant networks across spatial scales and reveals drivers of specialization. Oikos 129:619-629. ";"Cordeiro_2020";NA;"Cordeiro_2020"
"AI22";"AI22_1222";"UNPUBLISHED";"AI22_1222";NA;"AI22_1222"
"AI22";"AI22_1223";"UNPUBLISHED";"AI22_1223";NA;"AI22_1223"
"AI22";"AI22_1225";"UNPUBLISHED";"AI22_1225";NA;"AI22_1225"
"AI22";"AI22_1224";"UNPUBLISHED";"AI22_1224";NA;"AI22_1224"
"AI22";"AI22_1221";"UNPUBLISHED";"AI22_1221";NA;"AI22_1221"
"AI22";"AI22_1220";"UNPUBLISHED";"AI22_1220";NA;"AI22_1220"
"AI22";"AI22_1227";"UNPUBLISHED";"AI22_1227";NA;"AI22_1227"
"AI22";"AI22_1228";"UNPUBLISHED";"AI22_1228";NA;"AI22_1228"
"AI22";"AI22_1059";"UNPUBLISHED";"AI22_1059";NA;"AI22_1059"
"AI22";"AI22_1047";"UNPUBLISHED";"AI22_1047";NA;"AI22_1047"
"AI22";"AI22_1036";"UNPUBLISHED";"AI22_1036";NA;"AI22_1036"
"AI22";"AI22_1016";"UNPUBLISHED";"AI22_1016";NA;"AI22_1016"
"AI22";"AI22_1014";"UNPUBLISHED";"AI22_1014";NA;"AI22_1014"
"AI22";"AI22_1013";"UNPUBLISHED";"AI22_1013";NA;"AI22_1013"
"AI22";"AI22_1031";"UNPUBLISHED";"AI22_1031";NA;"AI22_1031"
"AI22";"AI22_1015";"UNPUBLISHED";"AI22_1015";NA;"AI22_1015"
"AI22";"AI22_1066";"UNPUBLISHED";"AI22_1066";NA;"AI22_1066"
"AI22";"AI22_1206";"UNPUBLISHED";"AI22_1206";NA;"AI22_1206"
"AI22";"AI22_1207";"UNPUBLISHED";"AI22_1207";NA;"AI22_1207"
"AI22";"AI22_1218";"UNPUBLISHED";"AI22_1218";NA;"AI22_1218"
"AI22";"AI22_1210";"UNPUBLISHED";"AI22_1210";NA;"AI22_1210"
"AI22";"AI22_1208";"UNPUBLISHED";"AI22_1208";NA;"AI22_1208"
"AI22";"AI22_1117";"UNPUBLISHED";"AI22_1117";NA;"AI22_1117"
"AI22";"AI22_1118";"UNPUBLISHED";"AI22_1118";NA;"AI22_1118"
"AI22";"AI22_1105";"UNPUBLISHED";"AI22_1105";NA;"AI22_1105"
"AI22";"AI22_1116";"UNPUBLISHED";"AI22_1116";NA;"AI22_1116"
"AI22";"AI22_1212";"UNPUBLISHED";"AI22_1212";NA;"AI22_1212"
"AI22";"AI22_1215";"UNPUBLISHED";"AI22_1215";NA;"AI22_1215"
"AI22";"AI22_1096";"UNPUBLISHED";"AI22_1096";NA;"AI22_1096"
"AI22";"AI22_1100";"UNPUBLISHED";"AI22_1100";NA;"AI22_1100"
"AI22";"AI22_1098";"UNPUBLISHED";"AI22_1098";NA;"AI22_1098"
"AI22";"AI22_1097";"UNPUBLISHED";"AI22_1097";NA;"AI22_1097"
"AI22";"AI22_1101";"UNPUBLISHED";"AI22_1101";NA;"AI22_1101"
"AI22";"AI22_1104";"UNPUBLISHED";"AI22_1104";NA;"AI22_1104"
"AI22";"AI22_1219";"UNPUBLISHED";"AI22_1219";NA;"AI22_1219"
"AI22";"AI22_1209";"UNPUBLISHED";"AI22_1209";NA;"AI22_1209"
"AI22";"AI22_177";"Marques, T. E. D., E. B. de Azevedo Koch, I. S. dos Santos, J. R. M. dos Santos, C. dos Santos Ferreira Mariano, and J. H. C. Delabie. 2018. The diversity of ants (Hymenoptera: Formicidae) interacting with the invasive hibiscus mealybug Maconellicoccus hirsutus (Green 1908) (Hemiptera: Pseudococcidae) on ornamental and cultivated plants in Bahia, Brazil. Arthropod-Plant Interactions 12:237246.";"Marques_2018";NA;"Marques_2018"
"AI22";"AI22_212";"Marques, T. E. D., E. B. de Azevedo Koch, I. S. dos Santos, J. R. M. dos Santos, C. dos Santos Ferreira Mariano, and J. H. C. Delabie. 2018. The diversity of ants (Hymenoptera: Formicidae) interacting with the invasive hibiscus mealybug Maconellicoccus hirsutus (Green 1908) (Hemiptera: Pseudococcidae) on ornamental and cultivated plants in Bahia, Brazil. Arthropod-Plant Interactions 12:237246.";"Marques_2018";NA;"Marques_2018"
"AI22";"AI22_60";"Marques, T. E. D., E. B. de Azevedo Koch, I. S. dos Santos, J. R. M. dos Santos, C. dos Santos Ferreira Mariano, and J. H. C. Delabie. 2018. The diversity of ants (Hymenoptera: Formicidae) interacting with the invasive hibiscus mealybug Maconellicoccus hirsutus (Green 1908) (Hemiptera: Pseudococcidae) on ornamental and cultivated plants in Bahia, Brazil. Arthropod-Plant Interactions 12:237246.";"Marques_2018";NA;"Marques_2018"
"AI22";"AI22_913";NA;"AI22_913";NA;"AI22_913"
"AI22";"AI22_940";NA;"AI22_940";NA;"AI22_940"
"AI22";"AI22_914";NA;"AI22_914";NA;"AI22_914"
"AI22";"AI22_937";NA;"AI22_937";NA;"AI22_937"
"AI22";"AI22_912";NA;"AI22_912";NA;"AI22_912"
"AI22";"AI22_911";NA;"AI22_911";NA;"AI22_911"
"AI22";"AI22_909";NA;"AI22_909";NA;"AI22_909"
"AI22";"AI22_906";"Cordeiro, G. D., M. Pinheiro, S. Dotterl, and I. Alves-dos-Santos. 2017. Pollination of Campomanesia phaea (Myrtaceae) by night-active bees: a new nocturnal pollination system mediated by floral scent. Plant Biology 19:132139.";"Cordeiro_2017";NA;"Cordeiro_2017"
"AI22";"AI22_908";"Cordeiro, G. D., M. Pinheiro, S. Dotterl, and I. Alves-dos-Santos. 2017. Pollination of Campomanesia phaea (Myrtaceae) by night-active bees: a new nocturnal pollination system mediated by floral scent. Plant Biology 19:132139.";"Cordeiro_2017";NA;"Cordeiro_2017"
"AI22";"AI22_939";"Cordeiro, G. D., M. Pinheiro, S. Dotterl, and I. Alves-dos-Santos. 2017. Pollination of Campomanesia phaea (Myrtaceae) by night-active bees: a new nocturnal pollination system mediated by floral scent. Plant Biology 19:132139.";"Cordeiro_2017";NA;"Cordeiro_2017"
"AI22";"AI22_936";"UNPUBLISHED";"AI22_936";NA;"AI22_936"
"AI22";"AI22_927";"UNPUBLISHED";"AI22_927";NA;"AI22_927"
"AI22";"AI22_935";"UNPUBLISHED";"AI22_935";NA;"AI22_935"
"AI22";"AI22_926";"UNPUBLISHED";"AI22_926";NA;"AI22_926"
"AI22";"AI22_917";"de Souza-Campana, D. R., R. R. Silva, T. T. Fernandes, O. G. de M. Silva, L. P. Saad, and M. S. de C. Morini. 2017. Twigs in the Leaf Litter as Ant Habitats in Different Vegetation Habitats in Southeastern Brazil. Tropical Conservation Science 10:194008291771061.";"de_2017";NA;"de_2017"
"AI22";"AI22_368";"UNPUBLISHED";"AI22_368";NA;"AI22_368"
"AI22";"AI22_367";"UNPUBLISHED";"AI22_367";NA;"AI22_367"
"AI22";"AI22_362";"UNPUBLISHED";"AI22_362";NA;"AI22_362"
"AI22";"AI22_361";"UNPUBLISHED";"AI22_361";NA;"AI22_361"
"AI22";"AI22_366";"UNPUBLISHED";"AI22_366";NA;"AI22_366"
"AI22";"AI22_365";"UNPUBLISHED";"AI22_365";NA;"AI22_365"
"AI22";"AI22_364";"UNPUBLISHED";"AI22_364";NA;"AI22_364"
"AI22";"AI22_363";"UNPUBLISHED";"AI22_363";NA;"AI22_363"
"AI22";"AI22_360";"UNPUBLISHED";"AI22_360";NA;"AI22_360"
"AI22";"AI22_359";"UNPUBLISHED";"AI22_359";NA;"AI22_359"
"AI22";"AI22_10";"unpublished data";"AI22_10";NA;"AI22_10"
"AI22";"AI22_9";"Paubrasilia";"AI22_9";NA;"AI22_9"
"AI22";"AI22_214";"Bandeira, M. S. F., J. S. Novais. 2020. Melissopalynological characterization of honeys from the Discovery Coast, Brazil. Palynology 44(3): 539-550.";"Bandeira_2020";NA;"Bandeira_2020"
"AI22";"AI22_213";"Bandeira, M. S. F., J. S. Novais. 2020. Melissopalynological characterization of honeys from the Discovery Coast, Brazil. Palynology 44(3): 539-550.";"Bandeira_2020";NA;"Bandeira_2020"
"AI22";"AI22_216";"Bandeira, M. S. F., J. S. Novais. 2020. Melissopalynological characterization of honeys from the Discovery Coast, Brazil. Palynology 44(3): 539-550.";"Bandeira_2020";NA;"Bandeira_2020"
"AI22";"AI22_210";"Bandeira, M. S. F., J. S. Novais. 2020. Melissopalynological characterization of honeys from the Discovery Coast, Brazil. Palynology 44(3): 539-550.";"Bandeira_2020";NA;"Bandeira_2020"
"AI22";"AI22_211";"Bandeira, M. S. F., J. S. Novais. 2020. Melissopalynological characterization of honeys from the Discovery Coast, Brazil. Palynology 44(3): 539-550.";"Bandeira_2020";NA;"Bandeira_2020"
"AI22";"AI22_17";"Novais, J. S. de, M. L. Absy, and F. de A. R. dos Santos. 2013. Pollen grains in honeys produced by Tetragonisca angustula (Latreille, 1811) (Hymenoptera: Apidae) in tropical semi-arid areas of north-eastern Brazil. Arthropod-Plant Interactions 7:619632. / Novais, J. S., A. C. A. Garcez, M. L. Absy, and F. de A. R. dos Santos. 2015. Comparative pollen spectra of Tetragonisca angustula (Apidae, Meliponini) from the Lower Amazon (N Brazil) and caatinga (NE Brazil). Apidologie 46:417431.";"Novais_2013";NA;"Novais_2014"
"AI22";"AI22_17";"Novais, J. S. De, M. L. Absy, and F. D. A. R. Dos Santos. 2014. Pollen types collected by tetragonisca angustula (hymenoptera: Apidae) in dry vegetation in northeastern Brazil. European Journal of Entomology 111:2534. / Novais, J. S., A. C. A. Garcez, M. L. Absy, and F. de A. R. dos Santos. 2015. Comparative pollen spectra of Tetragonisca angustula (Apidae, Meliponini) from the Lower Amazon (N Brazil) and caatinga (NE Brazil). Apidologie 46:417431.";"Novais_2014";NA;"Novais_2014"
"AI22";"AI22_14";"Novais, J. S. de, M. L. Absy, and F. de A. R. dos Santos. 2013. Pollen grains in honeys produced by Tetragonisca angustula (Latreille, 1811) (Hymenoptera: Apidae) in tropical semi-arid areas of north-eastern Brazil. Arthropod-Plant Interactions 7:619632. / Novais, J. S., A. C. A. Garcez, M. L. Absy, and F. de A. R. dos Santos. 2015. Comparative pollen spectra of Tetragonisca angustula (Apidae, Meliponini) from the Lower Amazon (N Brazil) and caatinga (NE Brazil). Apidologie 46:417431.";"Novais_2013";NA;"Novais_2014"
"AI22";"AI22_14";"Novais, J. S. De, M. L. Absy, and F. D. A. R. Dos Santos. 2014. Pollen types collected by tetragonisca angustula (hymenoptera: Apidae) in dry vegetation in northeastern Brazil. European Journal of Entomology 111:2534. / Novais, J. S., A. C. A. Garcez, M. L. Absy, and F. de A. R. dos Santos. 2015. Comparative pollen spectra of Tetragonisca angustula (Apidae, Meliponini) from the Lower Amazon (N Brazil) and caatinga (NE Brazil). Apidologie 46:417431.";"Novais_2014";NA;"Novais_2014"
"AI22";"AI22_8";"UNPUBLISHED";"AI22_8";NA;"AI22_8"
"AI22";"AI22_7";"UNPUBLISHED";"AI22_7";NA;"AI22_7"
"AI22";"AI22_6";"UNPUBLISHED";"AI22_6";NA;"AI22_6"
"AI22";"AI22_32";NA;"AI22_32";NA;"AI22_32"
"AI22";"AI22_161";NA;"AI22_161";NA;"AI22_161"
"AI22";"AI22_154";NA;"AI22_154";NA;"AI22_154"
"AI22";"AI22_151";NA;"AI22_151";NA;"AI22_151"
"AI22";"AI22_159";NA;"AI22_159";NA;"AI22_159"
"AI22";"AI22_155";NA;"AI22_155";NA;"AI22_155"
"AI22";"AI22_153";NA;"AI22_153";NA;"AI22_153"
"AI22";"AI22_152";NA;"AI22_152";NA;"AI22_152"
"AI22";"AI22_158";NA;"AI22_158";NA;"AI22_158"
"AI22";"AI22_157";NA;"AI22_157";NA;"AI22_157"
"AI22";"AI22_123";NA;"AI22_123";NA;"AI22_123"
"AI22";"AI22_147";NA;"AI22_147";NA;"AI22_147"
"AI22";"AI22_131";NA;"AI22_131";NA;"AI22_131"
"AI22";"AI22_130";NA;"AI22_130";NA;"AI22_130"
"AI22";"AI22_124";NA;"AI22_124";NA;"AI22_124"
"AI22";"AI22_127";NA;"AI22_127";NA;"AI22_127"
"AI22";"AI22_146";NA;"AI22_146";NA;"AI22_146"
"AI22";"AI22_89";NA;"AI22_89";NA;"AI22_89"
"AI22";"AI22_85";NA;"AI22_85";NA;"AI22_85"
"AI22";"AI22_84";NA;"AI22_84";NA;"AI22_84"
"AI22";"AI22_88";NA;"AI22_88";NA;"AI22_88"
"AI22";"AI22_91";NA;"AI22_91";NA;"AI22_91"
"AI22";"AI22_90";NA;"AI22_90";NA;"AI22_90"
"AI22";"AI22_87";NA;"AI22_87";NA;"AI22_87"
"AI22";"AI22_81";NA;"AI22_81";NA;"AI22_81"
"AI22";"AI22_86";NA;"AI22_86";NA;"AI22_86"
"AI22";"AI22_78";NA;"AI22_78";NA;"AI22_78"
"AI22";"AI22_77";NA;"AI22_77";NA;"AI22_77"
"AI22";"AI22_107";NA;"AI22_107";NA;"AI22_107"
"AI22";"AI22_110";NA;"AI22_110";NA;"AI22_110"
"AI22";"AI22_120";NA;"AI22_120";NA;"AI22_120"
"AI22";"AI22_106";NA;"AI22_106";NA;"AI22_106"
"AI22";"AI22_109";NA;"AI22_109";NA;"AI22_109"
"AI22";"AI22_108";NA;"AI22_108";NA;"AI22_108"
"AI22";"AI22_101";NA;"AI22_101";NA;"AI22_101"
"AI22";"AI22_100";NA;"AI22_100";NA;"AI22_100"
"AI22";"AI22_113";NA;"AI22_113";NA;"AI22_113"
"AI22";"AI22_220";NA;"AI22_220";NA;"AI22_220"
"AI22";"AI22_219";NA;"AI22_219";NA;"AI22_219"
"AI22";"AI22_218";NA;"AI22_218";NA;"AI22_218"
"AI22";"AI22_217";NA;"AI22_217";NA;"AI22_217"
"AI22";"AI22_221";NA;"AI22_221";NA;"AI22_221"
"AI22";"AI22_163";NA;"AI22_163";NA;"AI22_163"
"AI22";"AI22_162";NA;"AI22_162";NA;"AI22_162"
"AI22";"AI22_167";NA;"AI22_167";NA;"AI22_167"
"AI22";"AI22_168";NA;"AI22_168";NA;"AI22_168"
"AI22";"AI22_164";NA;"AI22_164";NA;"AI22_164"
"AI22";"AI22_166";NA;"AI22_166";NA;"AI22_166"
"AI22";"AI22_165";NA;"AI22_165";NA;"AI22_165"
"AI22";"AI22_170";NA;"AI22_170";NA;"AI22_170"
"AI22";"AI22_169";NA;"AI22_169";NA;"AI22_169"
"AI22";"AI22_172";NA;"AI22_172";NA;"AI22_172"
"AI22";"AI22_171";NA;"AI22_171";NA;"AI22_171"
"AI22";"AI22_174";NA;"AI22_174";NA;"AI22_174"
"AI22";"AI22_173";NA;"AI22_173";NA;"AI22_173"
"AI22";"AI22_179";NA;"AI22_179";NA;"AI22_179"
"AI22";"AI22_180";NA;"AI22_180";NA;"AI22_180"
"AI22";"AI22_184";NA;"AI22_184";NA;"AI22_184"
"AI22";"AI22_183";NA;"AI22_183";NA;"AI22_183"
"AI22";"AI22_191";NA;"AI22_191";NA;"AI22_191"
"AI22";"AI22_192";NA;"AI22_192";NA;"AI22_192"
"AI22";"AI22_190";NA;"AI22_190";NA;"AI22_190"
"AI22";"AI22_189";NA;"AI22_189";NA;"AI22_189"
"AI22";"AI22_186";NA;"AI22_186";NA;"AI22_186"
"AI22";"AI22_185";NA;"AI22_185";NA;"AI22_185"
"AI22";"AI22_187";NA;"AI22_187";NA;"AI22_187"
"AI22";"AI22_188";NA;"AI22_188";NA;"AI22_188"
"AI22";"AI22_194";NA;"AI22_194";NA;"AI22_194"
"AI22";"AI22_199";NA;"AI22_199";NA;"AI22_199"
"AI22";"AI22_198";NA;"AI22_198";NA;"AI22_198"
"AI22";"AI22_200";NA;"AI22_200";NA;"AI22_200"
"AI22";"AI22_201";NA;"AI22_201";NA;"AI22_201"
"AI22";"AI22_205";NA;"AI22_205";NA;"AI22_205"
"AI22";"AI22_204";NA;"AI22_204";NA;"AI22_204"
"AI22";"AI22_195";NA;"AI22_195";NA;"AI22_195"
"AI22";"AI22_203";NA;"AI22_203";NA;"AI22_203"
"AI22";"AI22_202";NA;"AI22_202";NA;"AI22_202"
"AI22";"AI22_207";NA;"AI22_207";NA;"AI22_207"
"AI22";"AI22_206";NA;"AI22_206";NA;"AI22_206"
"AI22";"AI22_196";NA;"AI22_196";NA;"AI22_196"
"AI22";"AI22_197";NA;"AI22_197";NA;"AI22_197"
"AI22";"AI22_63";NA;"AI22_63";NA;"AI22_63"
"AI22";"AI22_65";NA;"AI22_65";NA;"AI22_65"
"AI22";"AI22_64";NA;"AI22_64";NA;"AI22_64"
"AI22";"AI22_66";NA;"AI22_66";NA;"AI22_66"
"AI22";"AI22_67";NA;"AI22_67";NA;"AI22_67"
"AI22";"AI22_71";NA;"AI22_71";NA;"AI22_71"
"AI22";"AI22_70";NA;"AI22_70";NA;"AI22_70"
"AI22";"AI22_74";NA;"AI22_74";NA;"AI22_74"
"AI22";"AI22_75";NA;"AI22_75";NA;"AI22_75"
"AI22";"AI22_76";NA;"AI22_76";NA;"AI22_76"
"AI22";"AI22_299";"Sazima M., I. Sazima. 1975. Quiropterofilia em Lafoensia pacari ST. HIL. (Lythraceae) na Serra do Cipo, Minas Gerais. Ciencia e Cultura 27: 405-416";"Sazima_1975";NA;"Sazima_1975"
"AI22";"AI22_230";"Sazima M., I. Sazima. 1975. Quiropterofilia em Lafoensia pacari ST. HIL. (Lythraceae) na Serra do Cipo, Minas Gerais. Ciencia e Cultura 27: 405-416";"Sazima_1975";NA;"Sazima_1975"
"AI22";"AI22_300";"Sazima M., I. Sazima. 1975. Quiropterofilia em Lafoensia pacari ST. HIL. (Lythraceae) na Serra do Cipo, Minas Gerais. Ciencia e Cultura 27: 405-416";"Sazima_1975";NA;"Sazima_1975"
"AI22";"AI22_286";"Soares N.C., L.P.C. Morellato. 2018. Crepuscular pollination and reproductive ecology of Trembleya laniflora (Melastomataceae), an endemic species in mountain rupestrian grasslands. Flora 238: 138-147";"Soares_2018";NA;"Soares_2018"
"AI22";"AI22_288";"Gelvez-Zuniga I, A.C. Neves. 2018.Reproductive biology and floral visitors of Collea cipoensis (Fabaceae), an endemic shrub of the rupestrian grassland. Flora 238: 129-137";"Gelvez_2018";NA;"Gelvez_2018"
"AI22";"AI22_287";"Gelvez-Zuniga I, A.C. Neves. 2018.Reproductive biology and floral visitors of Collea cipoensis (Fabaceae), an endemic shrub of the rupestrian grassland. Flora 238: 129-137";"Gelvez_2018";NA;"Gelvez_2018"
"AI22";"AI22_268";"Gelvez-Zuniga, I., A. Aguirre .2016. Nectar robbing in Collea cipoensis (Fabaceae), na endemic shrub of the Brazilian rupestrian grasslands. Revista Mexicana de Biodiversidad 87: 1352-1355";"Gelvez_2016";NA;"Gelvez_2016"
"AI22";"AI22_297";"Landau, E.C., S. J. Goncalves-Alvim, M. Fagundes, G. W. Fernandes. 1999. Riqueza e abundancia de herbivoros em flores de Vellozia nivea (Velloziaceae). Acta Botanica Brasilica 12: 403-409";"Landau_1999";NA;"Landau_1999"
"AI22";"AI22_298";"Landau, E.C., S. J. Goncalves-Alvim, M. Fagundes, G. W. Fernandes. 1999. Riqueza e abundancia de herbivoros em flores de Vellozia nivea (Velloziaceae). Acta Botanica Brasilica 12: 403-409";"Landau_1999";NA;"Landau_1999"
